,Time,Value
0,2018-01-14 15:25:00.944,18.84
1,2018-01-14 15:25:01.940,18.75
2,2018-01-14 15:25:02.942,20.93
3,2018-01-14 15:25:03.951,22.0
4,2018-01-14 15:25:04.942,21.71
5,2018-01-14 15:25:05.943,21.81
6,2018-01-14 15:25:06.945,23.68
7,2018-01-14 15:25:07.942,21.71
8,2018-01-14 15:25:08.943,21.13
9,2018-01-14 15:25:10.944,22.68
10,2018-01-14 15:25:11.945,17.22
11,2018-01-14 15:25:12.945,20.73
12,2018-01-14 15:25:13.946,21.32
13,2018-01-14 15:25:14.946,23.07
14,2018-01-14 15:25:15.947,21.71
15,2018-01-14 15:25:17.948,17.41
16,2018-01-14 15:25:18.948,21.32
17,2018-01-14 15:25:19.949,19.04
18,2018-01-14 15:25:20.950,23.33
19,2018-01-14 15:25:21.950,21.91
20,2018-01-14 15:25:22.949,23.68
21,2018-01-14 15:25:23.949,18.94
22,2018-01-14 15:25:24.951,18.18
23,2018-01-14 15:25:25.954,14.26
24,2018-01-14 15:25:26.967,18.46
25,2018-01-14 15:25:27.976,18.94
26,2018-01-14 15:25:28.961,18.27
27,2018-01-14 15:25:29.953,20.83
28,2018-01-14 15:25:30.952,22.59
29,2018-01-14 15:25:31.952,20.33
30,2018-01-14 15:25:32.953,20.93
31,2018-01-14 15:25:33.953,20.73
32,2018-01-14 15:25:34.953,21.13
33,2018-01-14 15:25:35.966,22.0
34,2018-01-14 15:25:36.954,25.39
35,2018-01-14 15:25:37.961,20.63
36,2018-01-14 15:25:38.961,21.13
37,2018-01-14 15:25:39.956,17.32
38,2018-01-14 15:25:40.966,20.23
39,2018-01-14 15:25:41.955,18.08
40,2018-01-14 15:25:42.955,18.46
41,2018-01-14 15:25:43.955,21.23
42,2018-01-14 15:25:44.966,23.33
43,2018-01-14 15:25:45.962,18.46
44,2018-01-14 15:25:46.956,20.83
45,2018-01-14 15:25:47.957,19.93
46,2018-01-14 15:25:48.956,22.59
47,2018-01-14 15:25:49.957,19.93
48,2018-01-14 15:25:50.958,21.42
49,2018-01-14 15:25:51.956,22.3
50,2018-01-14 15:25:52.956,24.02
51,2018-01-14 15:25:53.956,20.63
52,2018-01-14 15:25:54.956,20.53
53,2018-01-14 15:25:55.957,23.85
54,2018-01-14 15:25:57.028,22.2
55,2018-01-14 15:25:57.959,18.27
56,2018-01-14 15:25:59.013,19.24
57,2018-01-14 15:25:59.959,20.03
58,2018-01-14 15:26:00.959,19.83
59,2018-01-14 15:26:01.962,19.74
60,2018-01-14 15:26:02.960,17.51
61,2018-01-14 15:26:03.960,21.71
62,2018-01-14 15:26:04.960,20.43
63,2018-01-14 15:26:05.963,17.79
64,2018-01-14 15:26:06.962,16.77
65,2018-01-14 15:26:07.966,19.83
66,2018-01-14 15:26:08.961,18.37
67,2018-01-14 15:26:09.961,16.5
68,2018-01-14 15:26:10.962,14.76
69,2018-01-14 15:26:11.962,16.85
70,2018-01-14 15:26:13.962,21.91
71,2018-01-14 15:26:14.962,18.56
72,2018-01-14 15:26:15.963,21.32
73,2018-01-14 15:26:16.964,20.63
74,2018-01-14 15:26:17.966,20.03
75,2018-01-14 15:26:18.965,18.65
76,2018-01-14 15:26:19.966,20.53
77,2018-01-14 15:26:21.064,20.23
78,2018-01-14 15:26:21.969,17.99
79,2018-01-14 15:26:22.967,16.77
80,2018-01-14 15:26:23.968,21.32
81,2018-01-14 15:26:24.976,22.78
82,2018-01-14 15:26:25.969,23.33
83,2018-01-14 15:26:26.968,19.64
84,2018-01-14 15:26:27.970,22.49
85,2018-01-14 15:26:28.971,18.94
86,2018-01-14 15:26:29.971,20.73
87,2018-01-14 15:26:30.970,21.03
88,2018-01-14 15:26:31.976,23.68
89,2018-01-14 15:26:32.976,22.78
90,2018-01-14 15:26:33.971,20.53
91,2018-01-14 15:26:34.971,20.13
92,2018-01-14 15:26:35.971,21.32
93,2018-01-14 15:26:36.972,21.03
94,2018-01-14 15:26:37.974,23.24
95,2018-01-14 15:26:38.972,17.32
96,2018-01-14 15:26:40.035,20.43
97,2018-01-14 15:26:40.972,21.62
98,2018-01-14 15:26:41.972,24.55
99,2018-01-14 15:26:42.981,21.03
100,2018-01-14 15:26:43.973,19.54
101,2018-01-14 15:26:44.981,21.13
102,2018-01-14 15:26:45.973,23.24
103,2018-01-14 15:26:46.973,22.88
104,2018-01-14 15:26:47.973,25.97
105,2018-01-14 15:26:49.018,21.62
106,2018-01-14 15:26:49.979,19.64
107,2018-01-14 15:26:50.974,15.72
108,2018-01-14 15:26:51.974,22.68
109,2018-01-14 15:26:52.977,23.5
110,2018-01-14 15:26:53.975,20.23
111,2018-01-14 15:26:54.976,21.03
112,2018-01-14 15:26:55.975,24.2
113,2018-01-14 15:26:56.976,22.0
114,2018-01-14 15:26:57.978,20.73
115,2018-01-14 15:26:58.979,21.91
116,2018-01-14 15:26:59.985,23.76
117,2018-01-14 15:27:00.978,22.39
118,2018-01-14 15:27:01.981,22.59
119,2018-01-14 15:27:02.978,23.59
120,2018-01-14 15:27:03.978,24.37
121,2018-01-14 15:27:04.979,22.0
122,2018-01-14 15:27:06.021,22.98
123,2018-01-14 15:27:06.979,24.89
124,2018-01-14 15:27:07.980,24.02
125,2018-01-14 15:27:08.979,23.07
126,2018-01-14 15:27:09.981,26.79
127,2018-01-14 15:27:10.979,21.32
128,2018-01-14 15:27:11.980,23.15
129,2018-01-14 15:27:12.985,23.59
130,2018-01-14 15:27:13.980,21.23
131,2018-01-14 15:27:14.980,21.42
132,2018-01-14 15:27:15.980,23.33
133,2018-01-14 15:27:16.980,21.91
