,Time,Value
0,2018-01-06 07:45:00.080,417.71852
1,2018-01-06 07:45:00.280,438.99536
2,2018-01-06 07:45:00.480,430.0659
3,2018-01-06 07:45:00.680,400.97044
4,2018-01-06 07:45:00.880,430.10864
5,2018-01-06 07:45:01.080,440.87524
6,2018-01-06 07:45:01.280,405.75562
7,2018-01-06 07:45:01.480,402.63674
8,2018-01-06 07:45:01.680,389.39208
9,2018-01-06 07:45:01.880,434.29566
10,2018-01-06 07:45:02.080,417.97486
11,2018-01-06 07:45:02.280,420.4529
12,2018-01-06 07:45:02.480,419.2566
13,2018-01-06 07:45:02.680,402.46582
14,2018-01-06 07:45:02.880,386.70042
15,2018-01-06 07:45:03.080,401.52588
16,2018-01-06 07:45:03.280,416.43676
17,2018-01-06 07:45:03.480,419.12842
18,2018-01-06 07:45:03.680,410.07078
19,2018-01-06 07:45:03.880,422.67458
20,2018-01-06 07:45:04.080,416.86402
21,2018-01-06 07:45:04.280,411.13892
22,2018-01-06 07:45:04.480,416.35132
23,2018-01-06 07:45:04.680,453.35084000000006
24,2018-01-06 07:45:04.880,404.68752
25,2018-01-06 07:45:05.080,466.76636
26,2018-01-06 07:45:05.280,460.99854000000005
27,2018-01-06 07:45:05.480,437.45728
28,2018-01-06 07:45:05.680,426.3916
29,2018-01-06 07:45:05.880,438.31178
30,2018-01-06 07:45:06.080,452.66722
31,2018-01-06 07:45:06.280,457.40966
32,2018-01-06 07:45:06.480,408.7036
33,2018-01-06 07:45:06.680,449.16382
34,2018-01-06 07:45:06.880,471.03884000000005
35,2018-01-06 07:45:07.080,446.38674
36,2018-01-06 07:45:07.280,440.74706
37,2018-01-06 07:45:07.480,435.79102
38,2018-01-06 07:45:07.680,451.59912
39,2018-01-06 07:45:07.880,446.344
40,2018-01-06 07:45:08.080,420.3247
41,2018-01-06 07:45:08.280,458.3069
42,2018-01-06 07:45:08.480,426.47708
43,2018-01-06 07:45:08.680,450.31738
44,2018-01-06 07:45:08.880,463.73292
45,2018-01-06 07:45:09.080,453.3081
46,2018-01-06 07:45:09.280,425.1953
47,2018-01-06 07:45:09.480,451.7273
48,2018-01-06 07:45:09.680,456.46974000000006
49,2018-01-06 07:45:09.880,454.76076
50,2018-01-06 07:45:10.080,446.13036
51,2018-01-06 07:45:10.280,457.11062
52,2018-01-06 07:45:10.480,457.32422
53,2018-01-06 07:45:10.680,493.042
54,2018-01-06 07:45:10.880,445.06228
55,2018-01-06 07:45:11.080,470.31252
56,2018-01-06 07:45:11.280,421.82006
57,2018-01-06 07:45:11.480,430.87768
58,2018-01-06 07:45:11.680,439.16626
59,2018-01-06 07:45:11.880,450.18922
60,2018-01-06 07:45:12.080,440.8325200000001
61,2018-01-06 07:45:12.280,432.15942
62,2018-01-06 07:45:12.480,469.9707
63,2018-01-06 07:45:12.680,446.77124
