,Time,Value
0,2018-01-24 11:25:00.260,20.22
1,2018-01-24 11:25:01.260,9.31
2,2018-01-24 11:25:02.263,9.97
3,2018-01-24 11:25:03.261,15.44
4,2018-01-24 11:25:04.262,20.82
5,2018-01-24 11:25:05.262,26.47
6,2018-01-24 11:25:06.264,30.07
7,2018-01-24 11:25:07.263,29.95
8,2018-01-24 11:25:08.264,30.8
9,2018-01-24 11:25:09.265,31.29
10,2018-01-24 11:25:10.264,29.1
11,2018-01-24 11:25:11.264,25.91
12,2018-01-24 11:25:12.265,18.65
13,2018-01-24 11:25:13.273,14.0
14,2018-01-24 11:25:14.266,10.56
15,2018-01-24 11:25:15.306,9.48
16,2018-01-24 11:25:16.268,12.68
17,2018-01-24 11:25:17.271,13.65
18,2018-01-24 11:25:18.270,15.53
19,2018-01-24 11:25:19.273,32.52
20,2018-01-24 11:25:20.269,34.12
21,2018-01-24 11:25:21.269,33.51
22,2018-01-24 11:25:22.269,35.96
23,2018-01-24 11:25:23.270,23.47
24,2018-01-24 11:25:24.271,14.92
25,2018-01-24 11:25:25.293,12.06
26,2018-01-24 11:25:26.270,12.5
27,2018-01-24 11:25:27.271,19.53
28,2018-01-24 11:25:28.271,30.07
29,2018-01-24 11:25:29.276,33.75
30,2018-01-24 11:25:30.279,34.73
31,2018-01-24 11:25:31.278,33.63
32,2018-01-24 11:25:32.299,31.17
33,2018-01-24 11:25:33.278,22.25
34,2018-01-24 11:25:34.277,20.22
35,2018-01-24 11:25:35.278,16.49
36,2018-01-24 11:25:36.277,11.16
37,2018-01-24 11:25:37.280,11.88
38,2018-01-24 11:25:38.278,13.13
39,2018-01-24 11:25:39.278,12.06
40,2018-01-24 11:25:40.279,15.44
41,2018-01-24 11:25:41.279,24.57
42,2018-01-24 11:25:42.358,30.56
43,2018-01-24 11:25:43.282,30.8
44,2018-01-24 11:25:44.284,32.03
45,2018-01-24 11:25:45.280,28.01
46,2018-01-24 11:25:46.280,20.13
47,2018-01-24 11:25:47.280,20.62
48,2018-01-24 11:25:48.280,16.32
49,2018-01-24 11:25:49.302,9.56
50,2018-01-24 11:25:50.284,8.61
51,2018-01-24 11:25:51.281,12.06
52,2018-01-24 11:25:52.282,14.25
53,2018-01-24 11:25:53.385,23.56
54,2018-01-24 11:25:54.282,30.56
55,2018-01-24 11:25:55.283,27.79
56,2018-01-24 11:25:56.283,26.15
57,2018-01-24 11:25:57.286,23.75
58,2018-01-24 11:25:58.285,19.73
59,2018-01-24 11:25:59.287,15.62
60,2018-01-24 11:26:00.285,12.86
61,2018-01-24 11:26:01.286,9.64
